Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-1213,192.168.51.5;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:11 PM",,On
Healthy,GJDC01EWS-DaveS,10.11.29.176;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jul 7, 2023 2:10 PM",,On
Healthy,GJLT-0464,10.64.5.182;,Windows 10 Enterprise,Intercept X Advanced,e103480,"Jul 7, 2023 2:10 PM",,On
Healthy,GJPC-0238,10.16.4.174;,Windows 10 Enterprise,Intercept X Advanced,e103996,"Jul 7, 2023 2:10 PM",,On
Healthy,GJPC-0270,10.64.5.192;,Windows 11 Enterprise,Intercept X Advanced,c900283,"Jul 7, 2023 2:10 PM",,On
Healthy,GJWS-0931,10.34.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102333,"Jul 7, 2023 2:10 PM",,On
Healthy,GJWS-1038,10.39.4.177;,Windows 10 Enterprise,Intercept X Advanced,e104120,"Jul 7, 2023 2:10 PM",,On
Healthy,GJWS-1115,10.37.4.101;,Windows 10 Enterprise,Intercept X Advanced,c900012,"Jul 7, 2023 2:10 PM",,On
Questionable,GJWS-1509,10.64.34.178;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:10 PM",,On
Questionable,GJWS-1554,10.33.37.32;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 2:10 PM",,On
Questionable,GJWS-4022,10.64.34.184;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:10 PM",,On
Healthy,GJLT-0320,10.54.4.119;,Windows 10 Enterprise,Intercept X Advanced,e103610,"Jul 7, 2023 2:09 PM",,On
Healthy,GJLT-0404,10.54.4.192;10.54.5.127;,Windows 10 Enterprise,Intercept X Advanced,e103755,"Jul 7, 2023 2:09 PM",,On
Healthy,GJPC-0248,10.33.5.105;,Windows 10 Enterprise,Intercept X Advanced,e016423,"Jul 7, 2023 2:09 PM",,On
Healthy,GJPC-0417,10.55.4.153;10.55.5.188;,Windows 11 Enterprise,Intercept X Advanced,e023696,"Jul 7, 2023 2:09 PM",,On
Healthy,GJPC-0428,10.56.5.101;,Windows 10 Enterprise,Intercept X Advanced,e021457,"Jul 7, 2023 2:09 PM",,On
Healthy,GJPC-0466,10.54.4.114;10.54.5.128;,Windows 10 Enterprise,Intercept X Advanced,e103100,"Jul 7, 2023 2:09 PM",,On
Healthy,GJWS-0856,10.29.4.176;,Windows 10 Enterprise,Intercept X Advanced,e022550,"Jul 7, 2023 2:09 PM",,On
Healthy,GJDC01EWS-SamR,10.11.29.188;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jul 7, 2023 2:08 PM",,On
Questionable,GJLT-0406,10.58.4.104;,Windows 10 Enterprise,Intercept X Advanced,e102567,"Jul 7, 2023 2:08 PM",,On
Healthy,GJLT-0424,10.56.4.101;,Windows 10 Enterprise,Intercept X Advanced,e009768,"Jul 7, 2023 2:08 PM",,On
Healthy,GJLT-0528,10.64.4.113;10.64.5.191;,Windows 10 Enterprise,Intercept X Advanced,e009761,"Jul 7, 2023 2:08 PM",,On
Healthy,GJLT-1656,10.51.4.174;,Windows 10 Enterprise,Intercept X Advanced,e008726,"Jul 7, 2023 2:08 PM",,On
Healthy,GJPC-0096,10.55.4.66;,Windows 10 Enterprise,Intercept X Advanced,e005502,"Jul 7, 2023 2:08 PM",,On
Healthy,GJPC-0447,10.49.5.102;,Windows 10 Enterprise,Intercept X Advanced,e102395,"Jul 7, 2023 2:08 PM",,On
Questionable,GJWS-0395,10.59.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:08 PM",,On
Healthy,GJWS-0536,10.55.4.76;,Windows 10 Enterprise,Intercept X Advanced,e101365,"Jul 7, 2023 2:08 PM",,On
Healthy,GJWS-0547,10.65.4.107;,Windows 10 Enterprise,Intercept X Advanced,e020225,"Jul 7, 2023 2:08 PM",,On
Questionable,GJWS-0603,10.54.5.232;,Windows 10 Enterprise,Intercept X Advanced,svc_dashboard,"Jul 7, 2023 2:08 PM",,Off
Healthy,GJWS-0710,10.64.5.188;,Windows 10 Enterprise,Intercept X Advanced,e009516,"Jul 7, 2023 2:08 PM",,On
Healthy,GJWS-0888,10.64.5.184;,Windows 10 Enterprise,Intercept X Advanced,e006830,"Jul 7, 2023 2:08 PM",,On
Healthy,GJWS-1682,10.64.5.128;,Windows 10 Enterprise,Intercept X Advanced,e017852,"Jul 7, 2023 2:08 PM",,On
Questionable,GJEF15VPC001,172.24.66.60;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:07 PM",,On
Healthy,GJLT-0436,10.54.4.220;,Windows 10 Enterprise,Intercept X Advanced,e104265,"Jul 7, 2023 2:07 PM",,On
Healthy,GJLT-0974,10.35.5.105;,Windows 10 Enterprise,Intercept X Advanced,e103390,"Jul 7, 2023 2:07 PM",,On
Healthy,GJLT-0996,10.36.4.106;,Windows 10 Enterprise,Intercept X Advanced,e009746,"Jul 7, 2023 2:07 PM",,On
Healthy,GJWS-0947,10.33.4.117;,Windows 10 Enterprise,Intercept X Advanced,e102375,"Jul 7, 2023 2:07 PM",,On
Healthy,GJWS-0975,10.31.4.119;,Windows 10 Enterprise,Intercept X Advanced,e101324,"Jul 7, 2023 2:07 PM",,On
Healthy,GJWS-1047,10.25.4.177;,Windows 10 Enterprise,Intercept X Advanced,e017211,"Jul 7, 2023 2:07 PM",,On
Healthy,GJWS-1090,10.55.4.53;,Windows 10 Enterprise,Intercept X Advanced,e101798,"Jul 7, 2023 2:07 PM",,On
Healthy,GJWS-1185,10.55.4.161;,Windows 10 Enterprise,Intercept X Advanced,e005347,"Jul 7, 2023 2:07 PM",,On
Healthy,GJLT-0943,10.34.4.184;,Windows 10 Enterprise,Intercept X Advanced,e024040,"Jul 7, 2023 2:06 PM",,On
Healthy,GJLT-1433,10.55.4.186;,Windows 10 Enterprise,Intercept X Advanced,e023754,"Jul 7, 2023 2:06 PM",,On
Healthy,GJLT-1648,10.55.4.62;10.116.136.247;,Windows 10 Enterprise,Intercept X Advanced,e100840,"Jul 7, 2023 2:06 PM",,On
Healthy,GJPC-0077,10.63.4.105;10.63.5.178;,Windows 10 Enterprise,Intercept X Advanced,e008336,"Jul 7, 2023 2:06 PM",,On
Healthy,GJPC-0220,10.42.4.179;,Windows 10 Enterprise,Intercept X Advanced,e020398,"Jul 7, 2023 2:06 PM",,On
Healthy,GJPC-0496,10.35.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104099,"Jul 7, 2023 2:06 PM",,On
Healthy,GJWS-0573,10.55.4.178;,Windows 10 Enterprise,Intercept X Advanced,e023262,"Jul 7, 2023 2:06 PM",,On
Questionable,GJWS-0727,10.33.37.38;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:06 PM",,On
Healthy,GJWS-1080,10.55.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103710,"Jul 7, 2023 2:06 PM",,On
Questionable,GJWS-1551,172.24.56.180;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:06 PM",,On
Healthy,GJWS-4046,10.20.4.129;,Windows 10 Enterprise,Intercept X Advanced,e102394,"Jul 7, 2023 2:06 PM",,On
Healthy,GJWS-0596,10.67.4.105;,Windows 10 Enterprise,Intercept X Advanced,e103509,"Jul 7, 2023 2:05 PM",,On
Healthy,GJWS-0739,192.168.248.101;,Windows 10 Enterprise,Intercept X Advanced,e104154,"Jul 7, 2023 2:05 PM",,On
Healthy,GJWS-1181,10.35.4.176;,Windows 10 Enterprise,Intercept X Advanced,e103326,"Jul 7, 2023 2:05 PM",,On
Healthy,GJLT-0333,10.54.4.199;,Windows 10 Enterprise,Intercept X Advanced,e009698,"Jul 7, 2023 2:04 PM",,On
Healthy,GJLT-0465,10.56.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103750,"Jul 7, 2023 2:04 PM",,On
Healthy,GJLT-0940,10.34.4.110;10.34.5.185;,Windows 10 Enterprise,Intercept X Advanced,e008711,"Jul 7, 2023 2:04 PM",,On
Healthy,GJPC-0414,192.168.1.167;10.243.10.244;,Windows 10 Enterprise,Intercept X Advanced,e103583,"Jul 7, 2023 2:04 PM",,On
Healthy,GJWS-0555,10.51.4.182;,Windows 10 Enterprise,Intercept X Advanced,e003932,"Jul 7, 2023 2:04 PM",,On
Healthy,GJWS-0708,10.61.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103139,"Jul 7, 2023 2:04 PM",,On
Healthy,GJWS-1043,10.61.4.181;,Windows 10 Enterprise,Intercept X Advanced,e020127,"Jul 7, 2023 2:04 PM",,On
Questionable,GJWS-1512,10.64.34.109;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:04 PM",,On
Healthy,GJLT-0807,10.67.4.102;10.67.5.100;,Windows 10 Enterprise,Intercept X Advanced,e101714,"Jul 7, 2023 2:03 PM",,On
Healthy,GJLT-1620,10.55.5.187;10.2.176.46;,Windows 10 Enterprise,Intercept X Advanced,e102418,"Jul 7, 2023 2:03 PM",,On
Healthy,GJWS-0386,10.54.4.135;,Windows 10 Enterprise,Intercept X Advanced,e101046,"Jul 7, 2023 2:03 PM",,On
Healthy,GJWS-0706,10.59.4.181;,Windows 10 Enterprise,Intercept X Advanced,e007646,"Jul 7, 2023 2:03 PM",,On
Healthy,GJWS-1016,10.43.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103398,"Jul 7, 2023 2:03 PM",,On
Questionable,GJWS-1552,172.24.56.178;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:03 PM",,On
Questionable,GJDC01TVW003,192.168.39.109;,Windows 10 Enterprise,Intercept X Advanced,lisec,"Jul 7, 2023 2:02 PM",,On
Healthy,GJPC-0479,10.64.4.110;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 2:02 PM",,On
Healthy,GJWS-0471,10.56.4.181;,Windows 10 Enterprise,Intercept X Advanced,e016473,"Jul 7, 2023 2:02 PM",,On
Healthy,GJWS-0794,10.64.4.115;,Windows 10 Enterprise,Intercept X Advanced,e007016,"Jul 7, 2023 2:02 PM",,On
Healthy,GJWS-0983,10.36.4.117;,Windows 10 Enterprise,Intercept X Advanced,e009608,"Jul 7, 2023 2:02 PM",,On
Questionable,GJWS-1510,10.64.34.106;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:02 PM",,On
Healthy,GJLT-0374,10.54.4.113;,Windows 10 Enterprise,Intercept X Advanced,e103793,"Jul 7, 2023 2:01 PM",,On
Healthy,GJLT-0530,10.27.4.171;,Windows 10 Enterprise,Intercept X Advanced,e008343,"Jul 7, 2023 2:01 PM",,On
Healthy,GJLT-0802,10.56.5.189;,Windows 10 Enterprise,Intercept X Advanced,e006309,"Jul 7, 2023 2:01 PM",,On
Healthy,GJLT-1523,10.54.5.132;,Windows 10 Enterprise,Intercept X Advanced,e102616,"Jul 7, 2023 2:01 PM",,On
Healthy,GJLT-1658,192.168.1.108;10.243.8.68;,Windows 10 Enterprise,Intercept X Advanced,e100987,"Jul 7, 2023 2:01 PM",,On
Healthy,GJLT-4062,192.168.178.29;10.243.8.33;2406:e003:1d8d:1501:d012:9c0f:d17b:d8fb,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jul 7, 2023 2:01 PM",,On
Healthy,GJPC-0048,10.54.5.115;,Windows 10 Enterprise,Intercept X Advanced,c900283,"Jul 7, 2023 2:01 PM",,On
Healthy,GJPC-0170,10.30.4.178;10.30.5.176;,Windows 10 Enterprise,Intercept X Advanced,e102169,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-0402,10.64.5.118;,Windows 10 Enterprise,Intercept X Advanced,e008265,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-0444,10.43.4.108;,Windows 10 Enterprise,Intercept X Advanced,e103887,"Jul 7, 2023 2:01 PM",,On
Questionable,GJWS-0731,10.33.37.37;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-0969,10.27.4.172;,Windows 10 Enterprise,Intercept X Advanced,e103920,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-0976,10.31.4.124;,Windows 10 Enterprise,Intercept X Advanced,c900125,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-1127,10.20.4.102;,Windows 10 Enterprise,Intercept X Advanced,e020050,"Jul 7, 2023 2:01 PM",,On
Healthy,GJWS-1234,10.64.5.102;,Windows 10 Enterprise,Intercept X Advanced,e002249,"Jul 7, 2023 2:01 PM",,On
Questionable,GJWS-1669,10.51.5.102;,Windows 10 Enterprise,Intercept X Advanced,e017837,"Jul 7, 2023 2:01 PM",,On
Healthy,GJDC01CAM002,192.168.7.102;,Windows 7 Professional Service Pack 1,Intercept X Advanced,e007851,"Jul 7, 2023 2:00 PM",,On
Healthy,GJLT-0827,10.35.4.114;,Windows 10 Enterprise,Intercept X Advanced,e007734,"Jul 7, 2023 2:00 PM",,On
Healthy,GJLT-4066,10.35.5.104;10.69.252.177;,Windows 10 Enterprise,Intercept X Advanced,e022415,"Jul 7, 2023 2:00 PM",,On
Healthy,GJWS-0742,10.63.4.106;,Windows 10 Enterprise,Intercept X Advanced,e101639,"Jul 7, 2023 2:00 PM",,On
Questionable,GJWS-4004,192.168.47.100;,Windows 10 Enterprise,Intercept X Advanced,e103374,"Jul 7, 2023 2:00 PM",,On
Healthy,GJWS-4035,10.33.4.113;,Windows 10 Enterprise,Intercept X Advanced,e103240,"Jul 7, 2023 2:00 PM",,On
Healthy,GJLT-0326,192.168.1.60;10.243.8.232;2001:8004:2778:3bde:a097:67ed:6b:e870;2001:8004:2778:3bde:cd1:d7ee:7f6f:859f;2001:8004:2778:3bde:6835:38c8:a954:e66d,Windows 10 Enterprise,Intercept X Advanced,e100495,"Jul 7, 2023 1:59 PM",,On
Healthy,GJLT-0813,10.46.4.180;,Windows 10 Enterprise,Intercept X Advanced,e021076,"Jul 7, 2023 1:59 PM",,On
Healthy,GJLT-0944,10.34.4.109;,Windows 10 Enterprise,Intercept X Advanced,e017793,"Jul 7, 2023 1:59 PM",,On
Healthy,GJLT-1079,10.54.4.122;,Windows 10 Enterprise,Intercept X Advanced,e100573,"Jul 7, 2023 1:59 PM",,On
Healthy,GJLT-1687,10.29.4.103;10.29.5.104;,Windows 10 Enterprise,Intercept X Advanced,e007951,"Jul 7, 2023 1:59 PM",,On
Healthy,GJPC-0210,10.55.4.52;10.55.5.186;,Windows 10 Enterprise,Intercept X Advanced,e103006,"Jul 7, 2023 1:59 PM",,On
Healthy,GJWS-0495,10.55.4.59;,Windows 10 Enterprise,Intercept X Advanced,e000128,"Jul 7, 2023 1:59 PM",,On
Healthy,GJWS-0730,10.31.4.123;,Windows 10 Enterprise,Intercept X Advanced,e019557,"Jul 7, 2023 1:59 PM",,On
Healthy,GJWS-0917,10.18.4.102;,Windows 10 Enterprise,Intercept X Advanced,e101512,"Jul 7, 2023 1:59 PM",,On
Healthy,GJWS-1635,10.61.5.106;192.168.0.1;,Windows 10 Enterprise,Intercept X Advanced,e018516,"Jul 7, 2023 1:59 PM",,On
Questionable,GJWS-1681,10.51.5.107;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:59 PM",,On
Healthy,GJLT-0892,10.54.5.223;,Windows 10 Enterprise,Intercept X Advanced,e102808,"Jul 7, 2023 1:58 PM",,On
Healthy,GJPC-0143,10.55.5.108;,Windows 10 Enterprise,Intercept X Advanced,e102680,"Jul 7, 2023 1:58 PM",,On
Healthy,GJWS-0429,10.27.4.111;,Windows 10 Enterprise,Intercept X Advanced,e100357,"Jul 7, 2023 1:58 PM",,On
Healthy,GJWS-0526,10.55.5.130;,Windows 10 Enterprise,Intercept X Advanced,e102624,"Jul 7, 2023 1:58 PM",,On
Healthy,GJWS-0634,10.33.37.51;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:58 PM",,On
Questionable,GJWS-1505,10.64.34.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:58 PM",,On
Healthy,GJLT-1211,10.46.4.100;10.46.5.100;,Windows 10 Enterprise,Intercept X Advanced,e017068,"Jul 7, 2023 1:57 PM",,On
Healthy,GJPC-0144,10.54.4.105;,Windows 10 Enterprise,Intercept X Advanced,e103785,"Jul 7, 2023 1:57 PM",,On
Healthy,GJPC-0450,10.18.4.100;10.18.5.106;,Windows 10 Enterprise,Intercept X Advanced,e102946,"Jul 7, 2023 1:57 PM",,On
Healthy,GJWS-0735,10.65.4.182;,Windows 10 Enterprise,Intercept X Advanced,e103281,"Jul 7, 2023 1:57 PM",,On
Healthy,GJWS-0759,10.49.4.110;,Windows 10 Enterprise,Intercept X Advanced,e100272,"Jul 7, 2023 1:57 PM",,On
Healthy,GJDC01EWS1D,192.168.7.97;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jul 7, 2023 1:56 PM",,On
Healthy,GJLT-0631,10.54.5.117;192.168.48.1;,Windows 10 Enterprise,Intercept X Advanced,e101962,"Jul 7, 2023 1:56 PM",,On
Healthy,GJPC-0075,10.55.4.195;10.55.5.111;,Windows 10 Enterprise,Intercept X Advanced,e023760,"Jul 7, 2023 1:56 PM",,On
Healthy,GJPC-0131,10.54.4.127;10.54.5.224;,Windows 10 Enterprise,Intercept X Advanced,e021099,"Jul 7, 2023 1:56 PM",,On
Healthy,GJPC-0474,10.51.5.179;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 1:56 PM",,On
Healthy,GJWS-0948,10.33.4.104;,Windows 10 Enterprise,Intercept X Advanced,e104125,"Jul 7, 2023 1:56 PM",,On
Healthy,GJWS-0984,10.33.4.122;,Windows 10 Enterprise,Intercept X Advanced,e104114,"Jul 7, 2023 1:56 PM",,On
Healthy,GJWS-1065,10.25.4.103;,Windows 10 Enterprise,Intercept X Advanced,e103627,"Jul 7, 2023 1:56 PM",,On
Healthy,GJWS-1574,172.18.248.109;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:56 PM",,On
Healthy,GJWS-1596,192.168.168.101;192.168.60.1;192.168.254.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:56 PM",,On
Healthy,GJLT-0418,10.54.4.176;10.54.5.107;,Windows 10 Enterprise,Intercept X Advanced,e022367,"Jul 7, 2023 1:55 PM",,On
Healthy,GJLT-0776,10.34.4.177;,Windows 10 Enterprise,Intercept X Advanced,e018064,"Jul 7, 2023 1:55 PM",,On
Healthy,GJPC-0484,10.18.4.179;,Windows 10 Enterprise,Intercept X Advanced,e104045,"Jul 7, 2023 1:55 PM",,On
